label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
thumbs_up,0.627086,0.5538,0.0,0.61829,0.495464,-0.015753,0.581919,0.439353,-0.027785,0.550278,0.398728,-0.036013,0.536695,0.354381,-0.045602,0.586502,0.470781,-0.043147,0.556642,0.431113,-0.060545,0.541395,0.388332,-0.069846,0.531997,0.352215,-0.075481,0.577682,0.516838,-0.040835,0.545471,0.509084,-0.053295,0.530357,0.504789,-0.054541,0.520733,0.499751,-0.056053,0.571955,0.565638,-0.03849,0.539823,0.559077,-0.048027,0.531084,0.552043,-0.042636,0.528095,0.543995,-0.038991,0.568725,0.610389,-0.036927,0.539089,0.604389,-0.044708,0.530081,0.595057,-0.041798,0.526038,0.585449,-0.038898
thumbs_up,0.687169,0.560322,-0.0,0.652341,0.459865,-0.002245,0.617007,0.397926,-0.009999,0.583236,0.34094,-0.0178,0.572996,0.282662,-0.023671,0.554847,0.481297,-0.008252,0.521962,0.447563,-0.009685,0.547158,0.439986,-0.01198,0.569931,0.448314,-0.013533,0.552693,0.550524,-0.008812,0.527935,0.498159,-0.001918,0.54808,0.484033,-0.000331,0.565816,0.493842,-0.002437,0.560562,0.603979,-0.008201,0.540686,0.550696,0.002834,0.556732,0.536892,0.00832,0.575224,0.545105,0.00791,0.571097,0.645178,-0.008322,0.553469,0.601437,0.003032,0.566821,0.58623,0.01244,0.582594,0.58949,0.017959
thumbs_up,0.714956,0.491091,-0.0,0.692143,0.3861,-0.00209,0.661209,0.311709,-0.007482,0.632393,0.249389,-0.013447,0.629728,0.197586,-0.018961,0.587878,0.371585,-0.004045,0.583659,0.339749,-0.005168,0.609033,0.347783,-0.011506,0.623489,0.363024,-0.01739,0.58163,0.436444,-0.005577,0.588361,0.398842,0.000978,0.611179,0.401004,-0.001041,0.623926,0.416139,-0.006173,0.587475,0.491086,-0.006103,0.593709,0.454493,0.002457,0.611891,0.451364,0.00439,0.62655,0.464162,0.001915,0.597219,0.537051,-0.007373,0.598923,0.508399,0.001369,0.614662,0.502538,0.008816,0.627711,0.509365,0.013225
thumbs_up,0.726641,0.45985,-0.0,0.708025,0.358229,-0.00427,0.678831,0.28134,-0.010461,0.652748,0.218881,-0.016577,0.652476,0.16622,-0.022438,0.606599,0.339293,-0.008221,0.611944,0.313219,-0.008133,0.633582,0.320346,-0.012114,0.646352,0.334766,-0.016603,0.600424,0.401195,-0.008624,0.61604,0.371289,-0.00217,0.636515,0.371554,-0.003744,0.64722,0.385589,-0.008917,0.606073,0.453726,-0.007897,0.619759,0.425646,-0.000879,0.636131,0.419494,-0.000825,0.648498,0.42994,-0.004753,0.615972,0.500123,-0.007873,0.624574,0.475332,-0.002516,0.639947,0.46659,0.001704,0.651673,0.471105,0.00388
thumbs_up,0.754607,0.455948,-0.0,0.740535,0.357243,-0.002877,0.715801,0.28089,-0.007852,0.695587,0.219325,-0.013355,0.69587,0.169151,-0.019531,0.652329,0.332344,-0.008114,0.668157,0.314264,-0.009013,0.688113,0.325204,-0.014489,0.698012,0.340316,-0.02037,0.646352,0.38991,-0.010167,0.664501,0.371629,-0.005592,0.681227,0.376273,-0.0087,0.690373,0.389826,-0.015079,0.650401,0.439208,-0.010962,0.666808,0.420498,-0.006277,0.681711,0.419423,-0.006496,0.692165,0.430252,-0.010305,0.658491,0.482439,-0.012352,0.669382,0.464749,-0.008476,0.683166,0.461023,-0.004096,0.692803,0.467216,-0.001976
thumbs_up,0.797017,0.512711,-0.0,0.79059,0.415325,-0.003194,0.76947,0.336185,-0.007506,0.753235,0.27412,-0.01245,0.754066,0.226232,-0.017877,0.707032,0.374115,-0.004888,0.724212,0.351921,-0.007257,0.742944,0.367667,-0.014556,0.750726,0.386589,-0.021712,0.699502,0.43,-0.00728,0.718966,0.404935,-0.003728,0.734544,0.4128,-0.007422,0.741473,0.430261,-0.014276,0.701764,0.47986,-0.009094,0.717489,0.456881,-0.005726,0.731514,0.458172,-0.005304,0.739614,0.47132,-0.008572,0.707946,0.525303,-0.01158,0.718668,0.503226,-0.008535,0.731568,0.500676,-0.003811,0.738614,0.508907,-0.001621
thumbs_up,0.826829,0.532001,-0.0,0.820852,0.439036,-0.002208,0.802891,0.365185,-0.006052,0.786553,0.308778,-0.010236,0.790642,0.26391,-0.01463,0.739428,0.392837,-0.005272,0.754382,0.373841,-0.005693,0.771995,0.388828,-0.010228,0.780647,0.407408,-0.01516,0.729526,0.444178,-0.006848,0.747398,0.424552,-0.00251,0.762735,0.43432,-0.004979,0.769969,0.452098,-0.010146,0.729735,0.4902,-0.007388,0.744229,0.470538,-0.002912,0.757594,0.474376,-0.002548,0.765481,0.489022,-0.005455,0.734101,0.532248,-0.008413,0.744185,0.514335,-0.0052,0.757292,0.513814,-0.0012,0.764995,0.522241,0.001077
thumbs_up,0.829185,0.537867,-0.0,0.823794,0.446957,-0.004152,0.805745,0.371616,-0.010418,0.789732,0.314104,-0.016677,0.79512,0.265521,-0.023076,0.739914,0.406187,-0.009896,0.750871,0.385771,-0.012699,0.769089,0.400326,-0.017976,0.778496,0.418963,-0.022918,0.728294,0.458574,-0.010873,0.745553,0.441475,-0.008318,0.762492,0.449773,-0.010293,0.77108,0.465405,-0.014843,0.726808,0.507432,-0.011069,0.744322,0.490622,-0.007647,0.759001,0.492448,-0.006986,0.768444,0.503856,-0.009448,0.729531,0.552011,-0.011919,0.743571,0.536153,-0.00891,0.7586,0.534895,-0.005493,0.767606,0.541601,-0.003533
thumbs_up,0.804332,0.597347,0.0,0.788269,0.502757,-0.003461,0.762447,0.42504,-0.012258,0.746079,0.356735,-0.020921,0.754381,0.306784,-0.028749,0.71338,0.474061,-0.013036,0.677132,0.452819,-0.0187,0.696066,0.458144,-0.023304,0.715149,0.469375,-0.025429,0.704083,0.53368,-0.014376,0.672548,0.505858,-0.013081,0.68954,0.506952,-0.011504,0.70603,0.517257,-0.011878,0.700318,0.587464,-0.015082,0.674126,0.555096,-0.00973,0.688701,0.553483,-0.003729,0.704544,0.562085,-0.001831,0.700261,0.631683,-0.016369,0.678267,0.600107,-0.008928,0.691941,0.597415,0.000329,0.705743,0.604218,0.006454
thumbs_up,0.778017,0.61342,0.0,0.757727,0.520651,-0.004654,0.732732,0.44695,-0.017145,0.719789,0.378682,-0.028735,0.727299,0.328298,-0.039259,0.701861,0.508275,-0.031189,0.646992,0.477599,-0.043241,0.665391,0.480382,-0.047274,0.687248,0.493975,-0.047212,0.692667,0.571042,-0.032732,0.641568,0.529664,-0.036329,0.65966,0.527386,-0.031579,0.679077,0.538389,-0.029343,0.68662,0.623324,-0.033109,0.642214,0.576601,-0.030683,0.658313,0.573388,-0.020021,0.675967,0.584057,-0.014874,0.682548,0.663263,-0.033955,0.646812,0.622846,-0.028637,0.660463,0.618074,-0.017615,0.674918,0.626762,-0.010619
thumbs_up,0.721118,0.611827,0.0,0.699218,0.527491,-0.005228,0.671827,0.457291,-0.020247,0.65753,0.39333,-0.034081,0.660306,0.334893,-0.047245,0.657863,0.521944,-0.04747,0.588786,0.502758,-0.062848,0.607065,0.500411,-0.064467,0.631376,0.508556,-0.061997,0.654955,0.587746,-0.050164,0.585267,0.558612,-0.058237,0.604009,0.552269,-0.051028,0.627508,0.559402,-0.046738,0.651653,0.64401,-0.050826,0.589372,0.610004,-0.051621,0.606788,0.602502,-0.036651,0.627916,0.608923,-0.028535,0.648342,0.688252,-0.051739,0.599582,0.655527,-0.049273,0.613419,0.646586,-0.036107,0.631025,0.654069,-0.027866
thumbs_up,0.672078,0.620365,0.0,0.64949,0.54284,-0.007325,0.619598,0.472503,-0.025207,0.608347,0.407483,-0.040854,0.610513,0.344503,-0.055942,0.626472,0.537405,-0.063008,0.54976,0.530884,-0.081193,0.567393,0.526983,-0.081856,0.594398,0.530919,-0.078125,0.628848,0.607901,-0.065151,0.547254,0.590896,-0.077077,0.56583,0.580941,-0.067979,0.592822,0.584382,-0.062305,0.626441,0.666619,-0.064659,0.55377,0.644478,-0.067306,0.570723,0.633175,-0.049904,0.594438,0.635105,-0.040053,0.621464,0.713229,-0.064491,0.565176,0.691131,-0.062057,0.577592,0.680969,-0.047755,0.597698,0.685902,-0.039363
thumbs_up,0.593148,0.634999,0.0,0.57519,0.561833,-0.013721,0.561747,0.497933,-0.047096,0.566634,0.438897,-0.075449,0.577583,0.374654,-0.104991,0.595641,0.572897,-0.113942,0.526918,0.583978,-0.136073,0.54051,0.56412,-0.132371,0.563431,0.556473,-0.127441,0.601608,0.647194,-0.119021,0.529433,0.63836,-0.134867,0.541895,0.619069,-0.114917,0.56248,0.619105,-0.105826,0.598373,0.708874,-0.11929,0.530761,0.688982,-0.126207,0.542804,0.671103,-0.096131,0.565944,0.672062,-0.080959,0.589867,0.757749,-0.120407,0.541714,0.73712,-0.126312,0.549516,0.717094,-0.109495,0.56575,0.718334,-0.100392
thumbs_up,0.559929,0.656134,-0.0,0.544165,0.57152,-0.045521,0.543556,0.487092,-0.076099,0.550065,0.423886,-0.095973,0.568237,0.36186,-0.111584,0.595272,0.575635,-0.098083,0.525198,0.575285,-0.125023,0.525171,0.561448,-0.131155,0.548103,0.554585,-0.136281,0.602545,0.65852,-0.086406,0.515131,0.644709,-0.110414,0.526521,0.618485,-0.10479,0.555614,0.60926,-0.103311,0.595908,0.722831,-0.075018,0.515647,0.700038,-0.099495,0.525481,0.672553,-0.084178,0.549396,0.66495,-0.073378,0.584839,0.766543,-0.067931,0.526591,0.749653,-0.095471,0.529127,0.729242,-0.095972,0.546732,0.719993,-0.093144
thumbs_up,0.549357,0.658986,-0.0,0.527654,0.579896,-0.04755,0.535712,0.477834,-0.073413,0.548474,0.414282,-0.08795,0.567024,0.357409,-0.097175,0.593618,0.569217,-0.091006,0.529997,0.569278,-0.120334,0.531098,0.56469,-0.130804,0.550714,0.5598,-0.137762,0.609308,0.654725,-0.075543,0.516031,0.644747,-0.096899,0.531884,0.625144,-0.089072,0.557636,0.613256,-0.084694,0.603749,0.718539,-0.062069,0.51687,0.705105,-0.088031,0.528443,0.678979,-0.068791,0.54989,0.66754,-0.052102,0.59254,0.766317,-0.053076,0.530613,0.752391,-0.086078,0.533707,0.733026,-0.08703,0.549386,0.722284,-0.080826
thumbs_up,0.571653,0.618678,-0.0,0.55844,0.529779,-0.052388,0.559731,0.450193,-0.099029,0.574722,0.399696,-0.135167,0.597633,0.33216,-0.166683,0.63361,0.535228,-0.142245,0.579544,0.537903,-0.187124,0.555572,0.542096,-0.191575,0.563989,0.538628,-0.193506,0.638187,0.617749,-0.136069,0.572139,0.614333,-0.181489,0.540524,0.590127,-0.169162,0.556727,0.581882,-0.160397,0.631651,0.690679,-0.130244,0.561276,0.679237,-0.168248,0.537036,0.64497,-0.142609,0.548175,0.632522,-0.126633,0.619539,0.745325,-0.129585,0.558704,0.730505,-0.167143,0.537193,0.697921,-0.167922,0.545307,0.679953,-0.166737
thumbs_up,0.566496,0.567078,-1e-06,0.556297,0.47614,-0.051937,0.582137,0.385837,-0.082679,0.609812,0.320282,-0.105005,0.637033,0.246041,-0.122105,0.669847,0.464571,-0.083753,0.621005,0.461852,-0.122931,0.590834,0.463738,-0.135995,0.595717,0.459055,-0.144061,0.680168,0.5428,-0.077471,0.618153,0.537537,-0.120554,0.582966,0.520896,-0.126352,0.591823,0.516267,-0.128537,0.672595,0.616551,-0.075121,0.613084,0.614098,-0.118916,0.580612,0.588186,-0.112407,0.588738,0.577405,-0.105079,0.65598,0.67981,-0.077435,0.608255,0.678813,-0.114836,0.580116,0.650065,-0.118926,0.584453,0.631176,-0.118151
thumbs_up,0.588393,0.578708,-1e-06,0.589219,0.488812,-0.048636,0.627235,0.400774,-0.074642,0.658407,0.339816,-0.095152,0.687598,0.277182,-0.109635,0.728774,0.489094,-0.048001,0.690206,0.475232,-0.09025,0.65117,0.478653,-0.1117,0.650634,0.485699,-0.123741,0.73578,0.571513,-0.043594,0.684112,0.556829,-0.085935,0.639985,0.541857,-0.095693,0.64635,0.542268,-0.097851,0.722117,0.645507,-0.04624,0.673469,0.630369,-0.089137,0.635996,0.606329,-0.084173,0.644784,0.602051,-0.075314,0.700255,0.707813,-0.053879,0.659228,0.699057,-0.084504,0.63025,0.668124,-0.085109,0.634584,0.653353,-0.08102
thumbs_up,0.596214,0.593783,-1e-06,0.602899,0.501989,-0.04084,0.646927,0.412963,-0.060867,0.679129,0.348351,-0.075827,0.709024,0.290243,-0.08435,0.732272,0.490371,-0.037681,0.700841,0.485306,-0.067973,0.664067,0.493397,-0.080231,0.668722,0.494561,-0.087825,0.743014,0.570234,-0.032941,0.702492,0.56549,-0.064281,0.661432,0.555751,-0.068819,0.673023,0.54925,-0.06942,0.733917,0.644374,-0.033635,0.695446,0.637759,-0.065563,0.658894,0.620475,-0.057691,0.671127,0.612688,-0.04956,0.716577,0.708915,-0.038621,0.683107,0.70664,-0.058917,0.655461,0.680855,-0.056172,0.66278,0.66671,-0.052193
thumbs_up,0.604089,0.635919,-1e-06,0.615662,0.544828,-0.03859,0.665768,0.463218,-0.055728,0.703778,0.398888,-0.068258,0.730808,0.338387,-0.07463,0.739511,0.532513,-0.029339,0.732273,0.54139,-0.05479,0.690099,0.547904,-0.063521,0.68896,0.544615,-0.069193,0.747817,0.611045,-0.024723,0.733271,0.620031,-0.054188,0.684332,0.608153,-0.05836,0.693478,0.594646,-0.057483,0.738348,0.684093,-0.025328,0.724031,0.694111,-0.057805,0.681214,0.673692,-0.04944,0.690331,0.657116,-0.039213,0.722399,0.747691,-0.029336,0.709055,0.758721,-0.049937,0.677868,0.735423,-0.044632,0.681585,0.716527,-0.03784
thumbs_up,0.592761,0.657747,-1e-06,0.609964,0.575185,-0.037218,0.664511,0.500486,-0.053854,0.707263,0.438416,-0.067028,0.737497,0.381179,-0.074262,0.728639,0.571266,-0.022708,0.740989,0.586894,-0.051901,0.694381,0.587733,-0.063104,0.684825,0.583291,-0.068535,0.730829,0.64878,-0.01811,0.741529,0.662419,-0.051255,0.688985,0.645688,-0.056454,0.689904,0.630466,-0.054151,0.72173,0.718864,-0.019551,0.728998,0.730991,-0.053913,0.683729,0.708437,-0.044976,0.687387,0.692445,-0.032434,0.708502,0.779305,-0.023997,0.714864,0.78925,-0.041753,0.681683,0.765101,-0.032987,0.680139,0.749481,-0.023274
thumbs_up,0.602018,0.65386,-0.0,0.619347,0.565268,-0.03459,0.674218,0.490896,-0.050141,0.719989,0.434493,-0.063632,0.748424,0.377851,-0.070678,0.738764,0.567121,-0.013349,0.763806,0.577279,-0.045826,0.712751,0.577442,-0.058811,0.695249,0.576355,-0.063367,0.738739,0.640732,-0.010554,0.765662,0.65524,-0.047112,0.707173,0.634965,-0.052208,0.701335,0.620999,-0.046937,0.729383,0.70792,-0.014982,0.749312,0.725448,-0.052175,0.699297,0.697993,-0.042056,0.697407,0.680923,-0.026165,0.715754,0.769344,-0.022326,0.73478,0.783114,-0.041128,0.698517,0.756812,-0.030829,0.692772,0.740778,-0.018509
thumbs_up,0.632078,0.61149,-0.0,0.653114,0.533092,-0.033383,0.710317,0.459417,-0.046547,0.754156,0.399103,-0.057425,0.779135,0.34367,-0.061418,0.77121,0.528156,-0.008306,0.795491,0.536517,-0.038109,0.746752,0.535708,-0.049235,0.732866,0.536273,-0.052841,0.769579,0.59988,-0.004567,0.793812,0.613244,-0.038856,0.73529,0.592083,-0.042509,0.734559,0.581987,-0.035985,0.758844,0.665185,-0.008187,0.774632,0.682712,-0.043698,0.726724,0.652933,-0.034448,0.729927,0.639191,-0.019024,0.745072,0.723212,-0.014575,0.756912,0.735246,-0.032449,0.724063,0.708871,-0.023619,0.722918,0.696493,-0.012204
thumbs_up,0.639706,0.58452,-1e-06,0.667062,0.510303,-0.032989,0.728507,0.445319,-0.045438,0.772478,0.388908,-0.055834,0.799551,0.332889,-0.059662,0.789741,0.533472,-0.004429,0.799582,0.545438,-0.032457,0.753522,0.52957,-0.045032,0.745004,0.525083,-0.051057,0.783712,0.604884,-0.001422,0.788744,0.617988,-0.033065,0.736863,0.582992,-0.03841,0.740926,0.574842,-0.035216,0.765993,0.666744,-0.00584,0.769667,0.678343,-0.039465,0.727229,0.640464,-0.03173,0.732382,0.63079,-0.018972,0.745582,0.720436,-0.013318,0.750735,0.730506,-0.031163,0.721017,0.693294,-0.023959,0.720932,0.678418,-0.014513
thumbs_up,0.640801,0.552212,-1e-06,0.673627,0.480448,-0.037615,0.739757,0.434234,-0.052614,0.78828,0.393556,-0.06381,0.822968,0.342918,-0.068432,0.800479,0.54807,-0.015464,0.783239,0.561108,-0.044133,0.744879,0.531243,-0.058113,0.746527,0.523145,-0.066677,0.791922,0.62369,-0.011218,0.763288,0.631721,-0.041631,0.723001,0.581904,-0.047898,0.73664,0.573399,-0.047355,0.767813,0.681829,-0.013786,0.739662,0.681801,-0.046049,0.708316,0.633375,-0.039907,0.723638,0.625723,-0.030454,0.74036,0.724974,-0.020188,0.717472,0.721366,-0.039791,0.695689,0.679668,-0.036049,0.705521,0.668358,-0.029749
thumbs_up,0.636566,0.548212,-1e-06,0.673247,0.480267,-0.03572,0.736731,0.437219,-0.052096,0.786098,0.39767,-0.064647,0.821736,0.348741,-0.071124,0.792698,0.550757,-0.019546,0.776962,0.571526,-0.045583,0.740988,0.539313,-0.057382,0.74342,0.527693,-0.06496,0.783099,0.623536,-0.015437,0.758099,0.639302,-0.043053,0.718707,0.588333,-0.047896,0.731228,0.575755,-0.047427,0.758994,0.679742,-0.016997,0.735254,0.688787,-0.047565,0.703516,0.639424,-0.040902,0.716551,0.627941,-0.031631,0.731254,0.721875,-0.021799,0.714136,0.725978,-0.039659,0.69166,0.682882,-0.034301,0.698699,0.667226,-0.027308
thumbs_up,0.641525,0.54926,-1e-06,0.68264,0.495157,-0.037685,0.751739,0.469947,-0.052559,0.806636,0.444847,-0.063676,0.844925,0.40775,-0.068206,0.797349,0.602077,-0.012762,0.787442,0.628997,-0.038808,0.752504,0.581006,-0.050119,0.753131,0.565349,-0.056397,0.778285,0.668641,-0.006903,0.759848,0.684336,-0.035358,0.723977,0.61825,-0.040496,0.735647,0.607591,-0.038982,0.748156,0.715236,-0.007806,0.732448,0.723757,-0.040153,0.704044,0.661008,-0.034024,0.715097,0.64998,-0.023469,0.716915,0.748739,-0.011972,0.707691,0.751894,-0.030541,0.688148,0.699771,-0.025126,0.694025,0.684239,-0.017229
thumbs_up,0.655355,0.546459,-1e-06,0.698403,0.50107,-0.033968,0.766816,0.488713,-0.048474,0.821844,0.474934,-0.060424,0.86206,0.444588,-0.066595,0.801714,0.623591,-0.01019,0.796032,0.653231,-0.037869,0.76484,0.602083,-0.051297,0.760954,0.584664,-0.058385,0.778424,0.683188,-0.006519,0.764544,0.705112,-0.035747,0.734319,0.631325,-0.041481,0.743065,0.616867,-0.040163,0.746283,0.72197,-0.009555,0.734445,0.737169,-0.041621,0.710397,0.668503,-0.035252,0.719221,0.656107,-0.024541,0.713477,0.74817,-0.01562,0.707176,0.75732,-0.033594,0.690664,0.701382,-0.027343,0.695443,0.685132,-0.018947
thumbs_up,0.665667,0.554824,-0.0,0.710315,0.511565,-0.037651,0.776441,0.502711,-0.054365,0.830966,0.492867,-0.06725,0.872161,0.465454,-0.073979,0.812853,0.629772,-0.016652,0.801238,0.669009,-0.04487,0.76968,0.618588,-0.057963,0.768071,0.595846,-0.064831,0.790621,0.689112,-0.01083,0.772985,0.716912,-0.040643,0.742125,0.648488,-0.047292,0.753672,0.631516,-0.046719,0.759679,0.728243,-0.011534,0.743872,0.746729,-0.045377,0.719046,0.681836,-0.041339,0.730619,0.665764,-0.031888,0.728116,0.754578,-0.015152,0.718106,0.765473,-0.034829,0.701505,0.711276,-0.030289,0.708772,0.690658,-0.022881
thumbs_up,0.663799,0.55652,-0.0,0.707545,0.508823,-0.03873,0.769358,0.494614,-0.058491,0.82175,0.477195,-0.073446,0.862843,0.441164,-0.082006,0.814386,0.620375,-0.027295,0.79007,0.645504,-0.054211,0.760571,0.601469,-0.064315,0.767644,0.586224,-0.070072,0.796879,0.679564,-0.021283,0.765758,0.69745,-0.051383,0.734907,0.632999,-0.055748,0.75155,0.621288,-0.05413,0.769351,0.721341,-0.020691,0.739707,0.729504,-0.053099,0.714675,0.669327,-0.046866,0.730158,0.657931,-0.037169,0.740467,0.749219,-0.023391,0.718697,0.753782,-0.042651,0.700791,0.704598,-0.038239,0.71027,0.688695,-0.03139
thumbs_up,0.66224,0.562975,-1e-06,0.69183,0.493609,-0.039953,0.745984,0.455095,-0.060738,0.792429,0.427888,-0.075555,0.830578,0.381526,-0.08343,0.802352,0.585053,-0.036829,0.755259,0.59143,-0.062314,0.731298,0.556459,-0.070545,0.747711,0.54478,-0.076541,0.795348,0.650502,-0.030678,0.736419,0.649421,-0.060933,0.710485,0.59532,-0.064973,0.731568,0.586076,-0.065022,0.775432,0.698631,-0.029129,0.719454,0.69205,-0.060469,0.698598,0.642757,-0.055801,0.718017,0.633847,-0.049446,0.749857,0.731053,-0.031518,0.706901,0.726021,-0.054621,0.690045,0.68302,-0.056636,0.703978,0.667514,-0.055272
thumbs_up,0.66535,0.555232,-1e-06,0.678429,0.483471,-0.037983,0.716547,0.424446,-0.060079,0.748835,0.376931,-0.075138,0.779557,0.325028,-0.084444,0.773923,0.532686,-0.051703,0.711346,0.53238,-0.073529,0.69768,0.506177,-0.079926,0.715911,0.501899,-0.086079,0.773542,0.603408,-0.045143,0.699834,0.591997,-0.069876,0.686856,0.552835,-0.071113,0.707455,0.550666,-0.071917,0.760198,0.659616,-0.041135,0.691755,0.638857,-0.064744,0.681318,0.600897,-0.057513,0.700718,0.596637,-0.05232,0.741582,0.700176,-0.041291,0.690135,0.681527,-0.061909,0.67903,0.6513,-0.064159,0.693785,0.6422,-0.0642
thumbs_up,0.673139,0.567208,-0.0,0.67557,0.489968,-0.037829,0.705333,0.415519,-0.058155,0.73113,0.358086,-0.070578,0.760418,0.306404,-0.077925,0.758365,0.511232,-0.055768,0.689675,0.510579,-0.075812,0.688224,0.491317,-0.083107,0.709006,0.485007,-0.089905,0.761008,0.586024,-0.047547,0.680166,0.572533,-0.064685,0.688436,0.551363,-0.063884,0.710726,0.54763,-0.065499,0.749271,0.646995,-0.041463,0.676806,0.621657,-0.060293,0.682391,0.60162,-0.050033,0.704242,0.601471,-0.042928,0.731672,0.692127,-0.039753,0.679998,0.66856,-0.061049,0.681785,0.654263,-0.062251,0.700748,0.651478,-0.060457
thumbs_up,0.701165,0.595703,-0.0,0.688985,0.509244,-0.036885,0.694473,0.418237,-0.058062,0.707731,0.353362,-0.071291,0.727757,0.288357,-0.08036,0.735163,0.473388,-0.065624,0.655551,0.456943,-0.08945,0.663285,0.46965,-0.098455,0.688278,0.479577,-0.103977,0.740191,0.540983,-0.05807,0.647899,0.525671,-0.076213,0.664812,0.530335,-0.073042,0.690948,0.536642,-0.072872,0.736036,0.602492,-0.05231,0.653103,0.58218,-0.072072,0.666565,0.582963,-0.058495,0.691103,0.586239,-0.048348,0.725903,0.657647,-0.0508,0.665917,0.638692,-0.071022,0.675367,0.63469,-0.068865,0.6972,0.636641,-0.06462
thumbs_up,0.721486,0.601777,-0.0,0.716569,0.496791,-0.015788,0.71846,0.412171,-0.025602,0.726428,0.345278,-0.033511,0.742827,0.291479,-0.040031,0.741564,0.438368,-0.02602,0.669776,0.400857,-0.044722,0.670884,0.425383,-0.054312,0.691711,0.441459,-0.059053,0.738461,0.502314,-0.027261,0.658683,0.459722,-0.044509,0.670814,0.476929,-0.047498,0.6931,0.491202,-0.050323,0.731829,0.560554,-0.030227,0.658443,0.519203,-0.048759,0.669602,0.532883,-0.044278,0.689862,0.546446,-0.039703,0.722837,0.614846,-0.034676,0.668308,0.57971,-0.048921,0.674145,0.580159,-0.047812,0.689968,0.587246,-0.044977
thumbs_up,0.750873,0.61965,-0.0,0.739605,0.513022,-0.006903,0.734537,0.410819,-0.015772,0.738287,0.335346,-0.024056,0.75449,0.282997,-0.031438,0.750074,0.413424,-0.02793,0.679856,0.3829,-0.044556,0.682703,0.42329,-0.048898,0.703639,0.439678,-0.050338,0.744346,0.471716,-0.03366,0.668961,0.437106,-0.048865,0.681644,0.468922,-0.045852,0.702351,0.484515,-0.044532,0.734724,0.526839,-0.039918,0.666409,0.489565,-0.054989,0.679783,0.515031,-0.045941,0.701112,0.527827,-0.039454,0.723544,0.578247,-0.046471,0.66987,0.539152,-0.056743,0.680473,0.555151,-0.051278,0.699611,0.570608,-0.046141
thumbs_up,0.752103,0.60684,-0.0,0.751951,0.517956,-0.000847,0.750196,0.413083,-0.009804,0.755819,0.33468,-0.019269,0.778377,0.281498,-0.029086,0.764386,0.403661,-0.033709,0.697085,0.345257,-0.052952,0.696088,0.387428,-0.05768,0.714353,0.413517,-0.058748,0.753515,0.458578,-0.042761,0.679558,0.396206,-0.059799,0.685804,0.432114,-0.054598,0.706494,0.454134,-0.051611,0.737396,0.514883,-0.051407,0.671359,0.446464,-0.069153,0.67841,0.479376,-0.056482,0.698187,0.503134,-0.046847,0.719077,0.568111,-0.059296,0.667785,0.501016,-0.073694,0.67587,0.521392,-0.06657,0.694561,0.545258,-0.059583
thumbs_up,0.77042,0.611365,-0.0,0.758689,0.518801,-0.008896,0.750059,0.411931,-0.026655,0.759274,0.339943,-0.042093,0.784886,0.286068,-0.057926,0.764263,0.438783,-0.068216,0.687432,0.386146,-0.08997,0.696994,0.422498,-0.090759,0.721283,0.445447,-0.089641,0.755982,0.507427,-0.075876,0.672446,0.444768,-0.097194,0.689232,0.47576,-0.088481,0.714628,0.500234,-0.084324,0.741905,0.572337,-0.081709,0.665577,0.505422,-0.100955,0.684283,0.533098,-0.084611,0.709872,0.558094,-0.074458,0.724791,0.629695,-0.087199,0.667195,0.572917,-0.104229,0.682872,0.586996,-0.096446,0.7051,0.607868,-0.090313
thumbs_up,0.76841,0.609921,-0.0,0.753388,0.521329,-0.016478,0.744508,0.423551,-0.042786,0.758465,0.360764,-0.064929,0.787758,0.30556,-0.088017,0.77042,0.488561,-0.094508,0.690839,0.440563,-0.12206,0.706956,0.462382,-0.125779,0.734362,0.479495,-0.126204,0.767096,0.563409,-0.100753,0.678811,0.505424,-0.124335,0.698858,0.522359,-0.114018,0.725912,0.542416,-0.110042,0.75558,0.630896,-0.104546,0.675699,0.568001,-0.125118,0.696341,0.582101,-0.105236,0.722956,0.602572,-0.093709,0.739786,0.684878,-0.10862,0.68175,0.633805,-0.126967,0.698105,0.637011,-0.116563,0.719832,0.654069,-0.109556
thumbs_up,0.771009,0.662047,-0.0,0.752475,0.560671,-0.014951,0.748306,0.461656,-0.032598,0.759308,0.392119,-0.047658,0.779371,0.332481,-0.064845,0.777577,0.548257,-0.061962,0.698914,0.52913,-0.087168,0.70616,0.533606,-0.099985,0.729141,0.532964,-0.106941,0.777438,0.627074,-0.067343,0.689077,0.596659,-0.086832,0.705591,0.590184,-0.086435,0.732569,0.596009,-0.089504,0.772037,0.691929,-0.071712,0.691373,0.658183,-0.09094,0.706685,0.652724,-0.080676,0.733854,0.656358,-0.074438,0.76228,0.743544,-0.076807,0.698816,0.712009,-0.090661,0.712483,0.705658,-0.082533,0.738599,0.711302,-0.076798
